№,Наименование сделки,Статус,Дата создания сделки,Даты первой оплаты сделки,Контрагент,Наименование товара,Артикул товара,Категория товара,"Цена товара, ю",ВХОД. ю,ВХОД. $,Менеджер по продажам,Снабженец
3082.0,Финвал 13.01.2023,1. Принято в расчет,2023-02-03T00:00:00,,Финвал,,,,,10.5,70.3,Павел Бородуля,Никита Петров
3083.0,"Квадро-СМ, 44SMC",12. Документы выписаны,2023-02-05T00:00:00,2019-11-11T00:00:00,ООО Квадро-СМ,,,,,10.75,71.0,Светлана Васильева,Мария Антропова
3084.0,"Квадро-СМ, 46SMC",12. Документы выписаны,2023-02-05T00:00:00,2023-02-06T00:00:00,ООО Квадро-СМ,,,,,11.243737113402064,70.5,Светлана Васильева,Мария Антропова
3085.0,"Квадро-СМ, 45SMC",1. Принято в расчет,2023-02-05T00:00:00,,ООО Квадро-СМ,,,,,10.55,71.0,Светлана Васильева,Мария Антропова
3086.0,"Квадро-СМ, 42SMC",1. Принято в расчет,2023-02-05T00:00:00,,ООО Квадро-СМ,,,,,10.48,70.5,Светлана Васильева,Мария Антропова
3087.0,"РСК, тендер КАТ до 26.01",1. Принято в расчет,2023-02-05T00:00:00,,"ООО ""РСК""",,,,,10.45,70.5,Светлана Васильева,Мария Антропова
3088.0,"РСК, под клиента спец 230",1. Принято в расчет,2023-02-05T00:00:00,,"ООО ""РСК""",,,,,10.45,70.5,Светлана Васильева,Мария Антропова
3089.0,"РСК, 6221-81-6810 прокладка",1. Принято в расчет,2023-02-05T00:00:00,,"ООО ""РСК""",,,,,10.45,70.5,Светлана Васильева,Мария Антропова
3090.0,"РСК, Прокладки от 23.01",1. Принято в расчет,2023-02-05T00:00:00,,"ООО ""РСК""",,,,,10.45,70.5,Светлана Васильева,Мария Антропова
3091.0,"РСК, заявка под клиента 25.01",1. Принято в расчет,2023-02-05T00:00:00,,"ООО ""РСК""",,,,,10.45,70.5,Светлана Васильева,Мария Антропова
3092.0,"РСК, запрос 4 от 26.01",1. Принято в расчет,2023-02-05T00:00:00,,"ООО ""РСК""",,,,,10.45,70.5,Светлана Васильева,Мария Антропова
3093.0,"РСК, запрос 8 от 31.01",1. Принято в расчет,2023-02-05T00:00:00,,"ООО ""РСК""",,,,,10.45,70.5,Светлана Васильева,Мария Антропова
3094.0,"Пневмопроект, Андрей, Festo от 31.01_1",12. Документы выписаны,2023-02-05T00:00:00,2019-11-18T00:00:00,Пневмопроект,,,,,11.795321909424725,76.84,Светлана Васильева,Мария Антропова
3095.0,"Пневмопроект, Андрей, Festo от 31.01_2",1. Принято в расчет,2023-02-05T00:00:00,,Пневмопроект,,,,,10.45,70.5,Светлана Васильева,Мария Антропова
3096.0,"Пневмопроект, Андрей, Festo от 31.01_3",1. Принято в расчет,2023-02-06T00:00:00,,Пневмопроект,,,,,10.47,70.5,Светлана Васильева,Мария Антропова
3097.0,"Пневмопроект, Князьков, U-18",1. Принято в расчет,2023-02-06T00:00:00,,Пневмопроект,,,,,10.47,70.5,,
3098.0,"Пневмопроект, Андрей, P565010-303 Пилотный распределитель",1. Принято в расчет,2023-02-06T00:00:00,,Пневмопроект,,,,,10.47,70.5,Светлана Васильева,Мария Антропова
3099.0,"Пневмопроект, Андрей, AN800-14 Пневмоглушитель, 1 1/2'",1. Принято в расчет,2023-02-06T00:00:00,,Пневмопроект,,,,,10.47,70.5,Светлана Васильева,Мария Антропова
3100.0,"Владислав, пленка SunTek, Китай",1. Принято в расчет,2023-02-06T00:00:00,,,,,,,10.7,70.0,Татьяна Таскаева,Никита Петров
3101.0,"Витерра, ткань доставка февраль 23",12. Документы выписаны,2023-02-06T00:00:00,2023-03-09T00:00:00,Витерра,,,,,0.0,80.0,Татьяна Таскаева,Василий Михайлов
3102.0,"Пневмопроект, Андрей, SMC от 31.01",1. Принято в расчет,2023-02-06T00:00:00,,Пневмопроект,,,,,10.47,70.5,Светлана Васильева,Мария Антропова
3103.0,"Крастех, proforma invoice2023-2-4",1. Принято в расчет,2023-02-06T00:00:00,,КРАСТЕХ,,,,,10.45,70.0,Марина Аверина,Мария Антропова
3104.0,"Пневмопроект, Князьков, SMC от 31.01",1. Принято в расчет,2023-02-06T00:00:00,,Пневмопроект,,,,,10.47,70.5,Светлана Васильева,Мария Антропова
3105.0,"Техстройиндастри,  20.01 Hitachi",1. Принято в расчет,2023-02-06T00:00:00,,ТехСтройИндастри,,,,,10.45,70.0,Татьяна Таскаева,Мария Антропова
3106.0,"Далс Инжиниринг, заказ 74 FESTO (30891)",1. Принято в расчет,2023-02-06T00:00:00,,Далс Инжиниринг,,,,,10.45,70.0,Марина Аверина,Мария Антропова
3107.0,"Пневмопроект, Андрей, Siemens",12. Документы выписаны,2023-02-06T00:00:00,2022-10-17T01:00:00,Пневмопроект,,,,,12.0,70.4,Светлана Васильева,Никита Петров
3108.0,"Квадро-СМ, 48SMC",12. Документы выписаны,2023-02-06T00:00:00,2023-03-01T00:00:00,ООО Квадро-СМ,,,,,10.88,84.992,Светлана Васильева,Мария Антропова
3109.0,"РСК, прокладки от 6.02",1. Принято в расчет,2023-02-06T00:00:00,,"ООО ""РСК""",,,,,10.42,70.5,Светлана Васильева,Мария Антропова
3110.0,"Промышленный Альянс, заявка 13, SMC",1. Принято в расчет,2023-02-06T00:00:00,,Промышленный Альянс,,,,,10.5,70.4,,
3111.0,"Пневмопроект, Андрей, Festo от 18.11_2, второй поставщик",12. Документы выписаны,2023-02-06T00:00:00,2019-12-26T00:00:00,Пневмопроект,,,,,11.167213735867213,82.0,Светлана Васильева,Мария Антропова
3112.0,"Промышленный альянс, заявка 21 регулятор",12. Документы выписаны,2023-02-06T00:00:00,2023-03-14T00:00:00,Промышленный Альянс,,,,,10.692154166666667,71.0,Марина Аверина,Никита Петров
3113.0,"Нордтехкомплект, Гидромотор M5AF 018 1R02 B1W 00000_1",12. Документы выписаны,2023-02-06T00:00:00,2023-01-31T00:00:00,Нордтехкомплект,,,,,10.148382712369598,70.0,Светлана Васильева,Никита Петров
3114.0,"Альфа Эс Эм Си, модульные головки",1. Принято в расчет,2023-02-06T00:00:00,,Альфа Эс Эм Си,,,,,10.5,70.4,,
3115.0,"Игорь Холодарь, наборы 250шт (АВТО обычное)_1",12. Документы выписаны,2023-02-06T00:00:00,2023-01-01T00:00:00,Игорь Холодарь,,,,,8.424480158730159,65.0,Марина Аверина,Мария Антропова
3116.0,"Промышленный Альянс, заявка 14 панель",1. Принято в расчет,2023-02-07T00:00:00,,Промышленный Альянс,,,,,10.4,70.0,Марина Аверина,Никита Петров
3117.0,"Пневмопроект, Раис, Пневмораспределитель SY5420-5YO-01F-Q",1. Принято в расчет,2023-02-07T00:00:00,,Пневмопроект,,,,,10.65,71.0,Светлана Васильева,Мария Антропова
3118.0,"Пневмопроект, Раис, VDW22NZ1D Клапан",1. Принято в расчет,2023-02-07T00:00:00,,Пневмопроект,,,,,10.65,71.0,Светлана Васильева,Мария Антропова
3119.0,"Пневмопроект, Раис, ФИЛЬТР-РЕГУЛЯТОР LFR-1-D-MAXI-MPA",1. Принято в расчет,2023-02-07T00:00:00,,Пневмопроект,,,,,10.8,74.0,,
3120.0,"Пневмопроект, Раис, LR-14-D-MINI-MPA Регулятор",1. Принято в расчет,2023-02-07T00:00:00,,Пневмопроект,,,,,10.65,71.0,,
3121.0,"Промышленный Альянс, заявка 22 двигатель siemens",1. Принято в расчет,2023-02-07T00:00:00,,Промышленный Альянс,,,,,10.4,70.0,Марина Аверина,Никита Петров
3122.0,"Пневмопроект, Раис, Прецизионный регулятор давления IR2010-F02-L",1. Принято в расчет,2023-02-07T00:00:00,,Пневмопроект,,,,,13.6,99.0,Светлана Васильева,Мария Антропова
3123.0,"Далс Инжиниринг, заказ 76 FESTO",1. Принято в расчет,2023-02-07T00:00:00,,Далс Инжиниринг,,,,,10.4,70.0,,
3124.0,"Далс Инжиниринг, заказ 75 FESTO (30893)",1. Принято в расчет,2023-02-07T00:00:00,,Далс Инжиниринг,,,,,10.8,73.0,Марина Аверина,Мария Антропова
3125.0,"Далс Инжиниринг, заказ 77 FESTO (30907)",1. Принято в расчет,2023-02-07T00:00:00,,Далс Инжиниринг,,,,,10.4,71.0,Марина Аверина,Мария Антропова
3126.0,"Далс Инжиниринг, заказ 81 FESTO",1. Принято в расчет,2023-02-07T00:00:00,,Далс Инжиниринг,,,,,10.4,0.0,Марина Аверина,Мария Антропова
3127.0,"Далс Инжиниринг, заказ 80 FESTO",1. Принято в расчет,2023-02-07T00:00:00,,Далс Инжиниринг,,,,,10.93,76.0,Марина Аверина,Мария Антропова
3128.0,"Далс Инжиниринг, заказ 78 FESTO (30908)",1. Принято в расчет,2023-02-07T00:00:00,,Далс Инжиниринг,,,,,10.4,70.0,Марина Аверина,Мария Антропова
3129.0,"Далс Инжиниринг, заказ 82 FESTO",1. Принято в расчет,2023-02-07T00:00:00,,Далс Инжиниринг,,,,,10.4,70.6,,
3130.0,"Пневмопроект, Раис, Festo от 6.02",1. Принято в расчет,2023-02-07T00:00:00,,Пневмопроект,,,,,10.48,70.5,Светлана Васильева,Мария Антропова
3131.0,"Далс Инжиниринг, заказ 76 FESTO часть 2",12. Документы выписаны,2023-02-07T00:00:00,2023-02-07T00:00:00,Далс Инжиниринг,,,,,10.423096568236232,70.0,Марина Аверина,Мария Антропова
3132.0,"Далс Инжиниринг, заказ 68 FESTO часть 1",12. Документы выписаны,2023-02-07T00:00:00,2023-05-16T00:00:00,Далс Инжиниринг,,,,,10.423097195357833,70.0,Марина Аверина,Мария Антропова
3133.0,"Пневмопроект, Андрей, SMC от 2.02",1. Принято в расчет,2023-02-07T00:00:00,,Пневмопроект,,,,,10.65,70.8,Светлана Васильева,Мария Антропова
3134.0,"Пневмопроект, Андрей, Стандартный цилиндр CRDNGS-63-80-PPV-A 160893",1. Принято в расчет,2023-02-07T00:00:00,,Пневмопроект,,,,,10.65,70.8,Светлана Васильева,Мария Антропова
3135.0,"Промышленный Альянс, заявка 23 Murr Electronic",1. Принято в расчет,2023-02-07T00:00:00,,Промышленный Альянс,,,,,10.4,70.6,Марина Аверина,Никита Петров
3136.0,"Пневмопроект, Андрей, Festo от 1.02",12. Документы выписаны,2023-02-07T00:00:00,2023-03-21T00:00:00,Пневмопроект,,,,,11.094917754921221,76.84,Светлана Васильева,Мария Антропова
3137.0,"Пневмопроект, Андрей, SMC от 1.02",1. Принято в расчет,2023-02-07T00:00:00,,Пневмопроект,,,,,10.65,70.8,Светлана Васильева,Мария Антропова
